src,dst
Ali Azarian,Juergen Becker
Alexandros Iosifidis,Nikolaos Passalis
Juho Kanniainen,Nikolaos Passalis
Avraam Tsantekidis,Nikolaos Passalis
George Mourgias-Alexandris,Nikolaos Passalis
George Dabos,Nikolaos Passalis
Konstantinos Vyrsokinos,Nikolaos Passalis
Maria Tzelepi,Nikolaos Passalis
Jacob Krüger,Mukelabai Mukelabai
Bertrand Laratte,Guilhem Grimaud
Alexey Popov,Mikhail Kirillin
Mikhail Kirillin,Valery Tuchin
Matti Kinnunen,Mikhail Kirillin
Bjørn Erik Munkvold,Peter Axel Nielsen
Peter Munro,Peter Török
Despoina Chatzakou,Leonidas Anthopoulos
Maung Sein,Øystein Sæbø
Carl Erik Moe,Maung Sein
Keeth Saliya Jayasinghe,Praneeth Jayasinghe
Keeth Saliya Jayasinghe,Prathapasinghe Dharmawansa
Ebroul Izquierdo,Ioannis (Yiannis) Kompatsiaris
Angeliki Alexiou,Joonas Kokkoniemi
Dmitri Moltchanov,Joonas Kokkoniemi
Joonas Kokkoniemi,Kenta Umebayashi
Joonas Kokkoniemi,Marko Höyhtyä
Joonas Kokkoniemi,Petri Luoto
Daniel P. Palomar,Gesualdo Scutari
Daniel P. Palomar,Luis G. Ordóñez
Björn Ottersten,Daniel P. Palomar
IAN  F.  AKYILDIZ,Josep Miquel Jornet
Christos K Liaskos,IAN  F.  AKYILDIZ
Fausto Vieira,Pedro Gomes
Ursula Keller,Yohan Barbarin
Thomas Südmeyer,Yohan Barbarin
Matthias Golling,Yohan Barbarin
Deran J. H. C. Maas,Yohan Barbarin
Valentin J. Wittwer,Yohan Barbarin
Oliver Sieber,Yohan Barbarin
Mohammad Shafiei,Yohan Barbarin
Bauke Tilma,Yohan Barbarin
Andrei Gurtov,Andrey Lukyanenko
Andrey Lukyanenko,Antti Ylä-Jääski
Andrey Lukyanenko,Miika Komu
Ionela Prodan,Silviu-Iulian NICULESCU
Cristina Stoica Maniu,Silviu-Iulian NICULESCU
Erik Verriest,Silviu-Iulian NICULESCU
Xianfu Chen,Yusheng Ji
Raza Ali Shah,Yusheng Ji
Fernando Almeida,Piotr Milczarski
Ioannis Karydis,Spyros Sioutas
Ioannis Karydis,Yannis Manolopoulos
Dimitrios Katsaros,Ioannis Karydis
Ingo von Maurich,Thomas Eisenbarth
Francesco Regazzoni,Ingo von Maurich
Ingo von Maurich,Tobias Schneider
Christos Diou,Nikolaos Dimitriou
Arjen P. de Vries,Nikolaos Dimitriou
Nikolaos Dimitriou,Theodora Tsikrika
Nikolaos Dimitriou,Panagiotis Sarigiannidis
Konstantinos Moustakas,Nikolaos Dimitriou
Alexandros Pitilakis,Anna Tasolamprou
Anna Tasolamprou,Christos K Liaskos
Anna Tasolamprou,Dimitrios Zografopoulos
Christos P. Antonopoulos,Nikolaos S. Voros
Diana Goehringer,Nikolaos S. Voros
Nikolaos S. Voros,Vangelis Karkaletsis
Nikolaos S. Voros,Stasinos Konstantopoulos
Nikolaos S. Voros,stavros koubias
Andre Bourdoux,Barend van Liempd
Lance Fortnow,Noam Nisan
Giuseppe Destefanis,Marco Ortu
Denis Eremin,Torben Hemke
Alexander Wollny,Torben Hemke
Torben Hemke,Zoltan Donko
Mark J. Kushner,Torben Hemke
Mohammed Shihab,Torben Hemke
Ihor Korolov,Torben Hemke
Jan Trieschmann,Torben Hemke
Torben Hemke,W Hitchon
Elvira Rafikova,Paulo Roberto Gardel Kurka
Kaoru Sezaki,Yoshito Tobe
Rosaldo J. F. Rossetti,Valter Costa
Luis Paulo Reis,Valter Costa
Anas Chaaban,Dr. Hayssam Dahrouj
Dr. Hayssam Dahrouj,Hadi Sarieddeen
Adlen KSENTINI,Nicolas Herbaut
Ahmed Bouajjani,Peter Habermehl
Ahmed Bouajjani,Javier Esparza
Ahmed Bouajjani,Joseph Sifakis
Ahmed Bouajjani,Michael Emmi
Ahmed Bouajjani,Saddek Bensalem
Harry Buhrman,Richard Cleve
Ashwati Vipin,Ignacio Delgado-Martinez
Ignacio Delgado-Martinez,Nitish Thakor
Alexandre Benoit,Hervé Jégou
António Ramos,Frédéric Puel
Dr. (Tech) Juha Petäjäjärvi,Heikki Karvonen
Heikki Karvonen,Markus Berg
Erkki Salonen,Heikki Karvonen
Afif Osseiran,Jose F. Monserrat
David Clausi,Paul Fieguth
Constantinos S. Hilas,PARIS MASTOROCOSTAS
Rui M. S. Pereira,Sofia Lopes
A. Manuela Gonçalves,Sofia Lopes
Richard Vinter ,Sofia Lopes
Denis Eremin,Jan Trieschmann
Jan Trieschmann,Mohammed Shihab
Jan Trieschmann,Sven Dirkmann
Wen Gao（高文）,Xilin Chen
Jie Chen,Wen Gao（高文）
Audun Botterud,Jianhui Wang
Audun Botterud,Ricardo Bessa
Audun Botterud,Joao Gama
Alberto Rabbachin,Pedro Pinto
Alberto Rabbachin,Attaphongse Taparugssanagorn
Alberto Rabbachin,Marios Kountouris
Alfonso Valencia,Chris Sander
Alfonso Valencia,Miguel Andrade
Alfonso Valencia,Peer Bork
Alexey Bashkatov,Elina Genina
eric maire,selam waktola
Antonio Teixeira,"Orlando Frazão, PhD"
Bengi Aygun,Mate Boban
Alex Roschildt Pinto,Mario Dantas
Carlos Montez,Mario Dantas
Janaka Ekanayake,Jianzhong Wu
Harilaos Koumaras,Tinku Rasheed
Daniel NEGRU,Harilaos Koumaras
Harilaos Koumaras,Oriol Sallent
Polychronis Xekalakis,Stefanos Kaxiras
Bojan Cukic,Tim Menzies
Jie Chen,Xilin Chen
Jie Chen,Paul Fieguth
Jie Chen,Xiaobai Li
Jie Chen,Xinwang Liu
Jie Chen,Xiaogang Wang
Jie Chen,Wanli Ouyang (欧阳万里)
Jie Chen,Vili Kellokumpu
Sven Schäge,Tibor Jager
Meiko Jensen,Sven Schäge
Elif Bilge Kavun,Tolga Yalcin
Elif Bilge Kavun,Gregor Leander
Christian Rechberger,Elif Bilge Kavun
Anne Canteaut,Elif Bilge Kavun
Elif Bilge Kavun,Lars Ramkilde Knudsen
Elif Bilge Kavun,Miroslav Knezevic
Maribel Fernandez,Oana Andrei
Bruno Pinaud,Oana Andrei
"Pantelis M. Papadopoulos, Ph.D",Thomas Lagkas
Arian Pasquali,Vitor Mangaravite
Ricardo Campos,Vitor Mangaravite
Adam Jatowt,Vitor Mangaravite
Célia Nunes,Vitor Mangaravite
Amir Ben-Amram,Stephen Alstrup
Alberto Lopez Toledo,Steluta Gheorghiu
Alberto Lopez Toledo,Luisa Lima
Alberto Lopez Toledo,Muriel Medard
Ana Patrícia Rocha,Jose Maria Fernandes
Ana Patrícia Rocha,Hugo Miguel P. Choupina
Ana Patrícia Rocha,Christian Vollmar
Helmut Seidl,Thomas Schwentick
Helmut Seidl,Joost Engelfriet
Helmut Seidl,Peter Habermehl
Casper Lassenius,Jari Vanhanen
Casper Lassenius,Timo O.A. Lehtinen
Casper Lassenius,Kari Smolander
Gregory Gay,Tim Menzies
Bojan Cukic,Gregory Gay
Ayşe (Bener) Başar,Gregory Gay
Ekrem Kocaguneli,Gregory Gay
"Andrey Dunaev, PhD","Evgeny Zherebtsov, PhD"
"Andrey Dunaev, PhD",Viktor Dremin
"Andrey Dunaev, PhD",Angelina Zherebtsova
Alexander Doronin,"Andrey Dunaev, PhD"
Alexey Popov,"Andrey Dunaev, PhD"
Peter Steenkiste,Rui Meireles
Alexandros Liapis,Nikos Karousos
Dimitris G. Sotiropoulos,Nikos Karousos
Nikolaos Tselios,Nikos Karousos
Nikolaos Avouris,Nikos Karousos
Eleftherios Papachristos,Nikos Karousos
Dimitrios Zografopoulos,Romeo Beccherelli
Dimitrios Zografopoulos,Georgios Sinatkas
Alexandros Pitilakis,Dimitrios Zografopoulos
Dietmar Pfahl,Guenther Ruhe
Dietmar Pfahl,Michael Felderer
Mandic Vladimir (Mandić Vladimir),V Basili
Mandic Vladimir (Mandić Vladimir),Pilar Rodríguez
Mandic Vladimir (Mandić Vladimir),Natalia Juristo
Pedro Silva,Tullio Facchinetti
Pedro Silva,Thomas Nolte
Hannu Kukka,Tommi Heikkinen
Marko Jurmu,Tommi Heikkinen
Tommi Heikkinen,Vassilis Kostakos
Jorge Goncalves,Tommi Heikkinen
Aditya Jaishankar,Gareth McKinley
Diana Goehringer,Juergen Becker
Christos P. Antonopoulos,Diana Goehringer
Pedro Tiago Gomes,Ricardo João Cruz-Correia
Pedro Tiago Gomes,Susana Brás
Mohammed S. Elbamby,Walid Saad
Cristina Perfecto,Mohammed S. Elbamby
Merouane Debbah,Mohammed S. Elbamby
Mohammed S. Elbamby,Xianfu Chen
Chen-Feng Liu,Mohammed S. Elbamby
Choong Seon Hong,Mohammed S. Elbamby
Anis Elgabli,Mohammed S. Elbamby
Janis Voigtländer,Zhenjiang Hu
Janis Voigtländer,João Saraiva
Janis Voigtländer,João Paulo Fernandes
Janis Voigtländer,Nuno Macedo
Alcino Cunha,Janis Voigtländer
André Zúquete,Susana Sargento
Michael Gehm,Rebecca Willett
Glauber Brante,Richard Demo Souza
Harun Cetinkaya,Simon Kueppers
Jihong Park,Takayuki Nishio
Christos Diou,Vasileios Papapanagiotou
Christos Diou,Ioannis Sarafis
Christos Diou,"Nicos Maglaveras, FEAMBES"
Christos Diou,Theodora Tsikrika
Arjen P. de Vries,Christos Diou
Anthony Chrysopoulos,Christos Diou
Constantinos B. Papadias,David Gesbert
Constantinos B. Papadias,George C. Alexandropoulos
Emmanuel Vincent,mike davies
Carlos Soares,Cláudio Rebelo de Sá
Cláudio Rebelo de Sá,Paulo J. Azevedo
Cláudio Rebelo de Sá,João Mendes-Moreira
Cláudio Rebelo de Sá,Rosaldo J. F. Rossetti
Anton Enright,pereira-leal j
Peer Bork,pereira-leal j
Dimitris A. Gritzalis,George Stergiopoulos
A BERNARD,Florent Laroche
A BERNARD,Julien LE DUIGOU
Dirk Wübben,Volker Kühn
Inka Manek-Hönninger,Mounaix patrick
Benoit Recur,Inka Manek-Hönninger
Casandra Grundstrom,"Nicos Maglaveras, FEAMBES"
Casandra Grundstrom,Ioanna Chouvarda
Casandra Grundstrom,Guido Giunti
Aníbal CC Matos,Bruno Mateus Ferreira
Alfredo Martins,Aníbal CC Matos
Aníbal CC Matos,Eduardo Silva
Aníbal CC Matos,Jose Almeida
Aníbal CC Matos,Victor Lobo
Aníbal CC Matos,Nuno Abreu
Andre Dias,Aníbal CC Matos
Aníbal CC Matos,Geert De Cubber
Aníbal CC Matos,Mário Marques
Aníbal CC Matos,Rui Campos
John Hershey,Shinji Watanabe
Emmanuel Vincent,John Hershey
Maciej Orkisz,Marcela Hernandez Hoyos
Leonardo Flórez-Valencia,Maciej Orkisz
Costas Lambrinoudakis,Dimitris A. Gritzalis
Dimitris A. Gritzalis,Yannis Soupionis
Antonio Orlando,Sergio Conti
Dmitri Pervouchine,Roderic Guigo
Dmitri Pervouchine,Sarah Djebali
Dmitri Pervouchine,Michael Sammeth
Dmitri Pervouchine,Jean Monlong
Dmitri Pervouchine,Marta Melé
Dmitri Pervouchine,Rory Johnson
Dmitri Pervouchine,Tuuli Lappalainen
Dmitri Pervouchine,"Emmanouil Dermitzakis, Manolis Dermitzakis"
"Daniele Fanteria, PhD",ERIC MARTIN
Lydia E. Kavraki,seth hutchinson
Michiel Postema,Nico de Jong (peer reviewed)
Ayache Bouakaz,Michiel Postema
Folkert Ten Cate,Michiel Postema
Anastasios Bezerianos,Stavros I.Dimitriadis
Magda Tsolaki,Stavros I.Dimitriadis
Jack M Fletcher,Stavros I.Dimitriadis
Stavros I.Dimitriadis,Yu SUN
Spiros Fotopoulos,Stavros I.Dimitriadis
Panagiotis Bamidis,Stavros I.Dimitriadis
Stavros I.Dimitriadis,Yolanda del Río
Dimitrios A. Adamos,Stavros I.Dimitriadis
George Economou,Stavros I.Dimitriadis
Stavros I.Dimitriadis,Vahe Poghosyan
Mariá C. V. Nascimento,Mauricio G. C. Resende
Cedric Chauve,Helene Touzet
George Constantinides,Jose Gabriel de Figueiredo Coutinho
Marta Melé,Sarah Djebali
Jean Monlong,Marta Melé
Marta Melé,Michael Sammeth
Marta Melé,Rory Johnson
Marta Melé,Tuuli Lappalainen
"Emmanouil Dermitzakis, Manolis Dermitzakis",Marta Melé
Marta Melé,Roderic Guigo
Bauke Tilma,Oliver Sieber
Michael Honig,Randall Berry
HV Poor,Michael Honig
Luis Paulo Reis,Nuno Lau
Eugenio Oliveira,Luis Paulo Reis
Fabien Gouyon,Luis Paulo Reis
Ioannis Kavakiotis,Olga Tsave
Athanasios Salifoglou,Ioannis Kavakiotis
Ioanna Chouvarda,Ioannis Kavakiotis
Ioannis Kavakiotis,"Nicos Maglaveras, FEAMBES"
George Tzanis,Ioannis Kavakiotis
Ioannis Kavakiotis,Stathis B Mavridopoulos
Jason O'Kane,Robert Ghrist
Eugenio Oliveira,Rosaldo J. F. Rossetti
Luis Paulo Reis,Rosaldo J. F. Rossetti
Miguel Araujo,Rosaldo J. F. Rossetti
Joao Luiz Afonso,Rosaldo J. F. Rossetti
Cristina Stoica Maniu,Ionela Prodan
Bart Meersman,Lieven Vandevelde
Dimitar Bozalakov,Lieven Vandevelde
Andreas I. Chrysochos,Lieven Vandevelde
Ana Ferreira,Gabriele Lenzini
Jihong Park,Merouane Debbah
Anis Elgabli,Jihong Park
Paulo Pedreiras,Thomas Nolte
Anthony Cleve,Laurence Duchien
Anthony Cleve,Tom Mens
Anthony Cleve,Carlos Parra (ORCID:0000-0002-9695-3775)
Claudio Savaglio,Giancarlo Fortino
Giancarlo Fortino,Min Chen
Jan Blom,Jonna Hakkila
Jan Blom,Jani Mäntyjärvi
Andrij Milenin,Bartosz Koczurkiewicz
Panagiotis D. Diamantoulakis,Vasilis K. Papanikolaou
Sotirios K. Goudos,Vasilis K. Papanikolaou
Alexandros-Apostolos A. Boulogeorgos,Vasilis K. Papanikolaou
Stylianos E. Trevlakis,Vasilis K. Papanikolaou
Harilaos G. Sandalidis,Vasilis K. Papanikolaou
Carlos Soares,Pavel Brazdil
Carlos Soares,João Mendes-Moreira
Carlos Soares,Jorge Freire de Sousa
Carlos Soares,Luís Torgo
Carlos Soares,Marcos Domingues
Carlos Soares,Paulo J. Azevedo
"Pantelis M. Papadopoulos, Ph.D",Stergios Tegos
Mauricio G. C. Resende,Panos Pardalos
"Migdalas, Athanasios (Sakis)",Panos Pardalos
Panos Pardalos,RA Murphey
Dragan Stojanovic,Slobodanka Djordjevic-Kajan
Eleftherios N. Tiakas,Slobodanka Djordjevic-Kajan
Slobodanka Djordjevic-Kajan,Yannis Manolopoulos
Maria-Carolina Monard,Newton Spolaôr
HV Poor,Stefano Buzzi
Eduard Jorswieck,Stefano Buzzi
Costas Lambrinoudakis,Dr. Prokopios Drogkaris
Angeliki Papana,Cees Diks
Angeliki Papana,Pål G. Larsson
Angeliki Papana,Tsimpiris Alkiviadis
Jarmo Takala,Pekka Jääskeläinen
Mickaël Raulet,Pekka Jääskeläinen
Mikko Valkama,Pekka Jääskeläinen
Arjen P. de Vries,Theodora Tsikrika
Nicolas Mellado,Xavier Granier
Brett Ridel,Nicolas Mellado
Barbro Back,Peter Sarlin
Antti Ylä-Jääski,Petri Savolainen
Matti Siekkinen,Petri Savolainen
Pan Hui,Petri Savolainen
Ricardo João Cruz-Correia,Ricardo Santos
Grigoris Antoniou,Guido Governatori
Christos Theoharatos ,Spiros Fotopoulos
Emmanuel Vincent,Ning Ma
Hendrik Meutzner,Ning Ma
Johanna Waimann,Philipp Junker
Paulo Cardieri,Pedro H. J. Nardelli
Daniel Benevides da Costa,Pedro H. J. Nardelli
Dimitris A. Gritzalis,Vasilios Katos
Ioannis Psaroudakis,Vasilios Katos
Vasilios Katos,Yannis Soupionis
Ioannis Askoxylakis,Vasilios Katos
Georgios Kambourakis,Vasilios Katos
Anakreontas Mentis,Vasilios Katos
Bo Zhang,Jingfang Huang
Longbing Cao,Philip S. Yu
Alex Roschildt Pinto,Carlos Montez
Alex Roschildt Pinto,Francisco Vasques
Alex Roschildt Pinto,Rômulo Silva de Oliveira
Wei Peng,Xiaobai Li
Aurelio Campilho,Pedro Quelhas
Eduard Jorswieck,Holger Boche
HV Poor,Holger Boche
Ahmad-Reza Sadeghi,Stephan Krenn
José Bacelar Almeida,Stephan Krenn
Pawani Porambage,Yushan Siriwardhana
Gurkan Gur,Yushan Siriwardhana
Tharaka Samarasinghe,Yushan Siriwardhana
Parisa Nouri,Richard Demo Souza
Michal Strzelecki,Pawel Strumillo
Pedro Gomes,Pedro M. d'Orey
Mate Boban,Pedro M. d'Orey
Pedro M. d'Orey,Peter Steenkiste
Hugo Conceição,Pedro M. d'Orey
Pedro M. d'Orey,Susana Sargento
João Guilherme Pereira Rodrigues,Pedro M. d'Orey
Luis Moreira-Matias,Pedro M. d'Orey
Joao Gama,Pedro M. d'Orey
Oriol Sallent,Pedro M. d'Orey
Jordi Perez-Romero,Pedro M. d'Orey
Panagiotis Trakadas,Theodore Zahariadis
Nelly Leligou,Panagiotis Trakadas
Panagiotis A. Karkazis,Panagiotis Trakadas
H. Nguyen-Xuan,Timon Rabczuk
Hervé Jégou,Matthieu Cord
A BERNARD,Alexandre Candlot
Carlo Fischione,Gabor Fodor
Dmitri Moltchanov,Gabor Fodor
Andre Gustavo Scolari Conceicao,Tiago Nascimento
Andre Gustavo Scolari Conceicao,Eduardo Silva
Andre Gustavo Scolari Conceicao,Luís Oliveira
Andre Gustavo Scolari Conceicao,Helder P. Oliveira
Andre Gustavo Scolari Conceicao,Luis Paulo Reis
Mario Pauli,Thomas Zwick
Joaquim Ferreira,Paulo Pedreiras
Guillermo Rodriguez-Navas,Joaquim Ferreira
Joaquim Ferreira,Julian Proenza
Joaquim Ferreira,Pedro Fonseca
Arto Lanamäki,Leena Ventä-Olkkonen
Leena Ventä-Olkkonen,Sumita Sharma
Jani Mäntyjärvi,Leena Ventä-Olkkonen
Leena Ventä-Olkkonen,Marko Jurmu
Hannu Kukka,Leena Ventä-Olkkonen
Heidi Hartikainen,Leena Ventä-Olkkonen
Florian Alt,Leena Ventä-Olkkonen
Claudia Liliana Zúñiga-Cañón,Leena Ventä-Olkkonen
Behnaz Norouzi,Leena Ventä-Olkkonen
Emil Björnson,Michail (Michalis) Matthaiou
Merouane Debbah,Michail (Michalis) Matthaiou
Michail (Michalis) Matthaiou,Mikko Valkama
Alexander G. Ushenko,Yuriy A. Ushenko
Andrei Gurtov,Ijaz Ahmad
Edgardo Montes de Oca,Ijaz Ahmad
Ijaz Ahmad,Shahriar Shahabuddin
Ijaz Ahmad,Pawani Porambage
Minna Pakanen,Paula Alavesa
Matti Pouke,Paula Alavesa
Hannu Kukka,Paula Alavesa
Paula Alavesa,Timo Koskela
Paula Alavesa,Toni Alatalo
Christopher Meyer,Juraj Somorovsky
Christopher Meyer,Meiko Jensen
Christopher Meyer,Erik Tews
Julien Castet,Sébastien Kubicki
Christophe Kolski,Julien Castet
Julien Castet,Sophie Lepreux
Jean-Loup Guillaume,Matthieu Latapy
Laurent Viennot,Matthieu Latapy
Matthieu Latapy,Pansiot Jean-Jacques
Matthieu Latapy,Pierre Fraigniaud
Bernardo Portela,Bogdan Warinschi
Bernardo Portela,Guillaume Scerri
Ahmad-Reza Sadeghi,Bernardo Portela
Bernardo Portela,Tiago Oliveira
Bernardo Portela,José Bacelar Almeida
Bernardo Portela,Pierre-Yves Strub
"PhD, Luis Ramos Pinto",Traian Emanuel Abrudan (ATE)
Luís Oliveira,"PhD, Luis Ramos Pinto"
John Murphy,Philip Perry
Liam Murphy,Philip Perry
Dr. Cristian Olariu,Philip Perry
Adriana Hava,Philip Perry
Christian Rechberger,Lars Ramkilde Knudsen
Nikolaos Paterakis,Ozan ERDİNÇ
Davide Fucci,Xiang Su
Alexandre Perrot,Romain Bourqui
Alexandre Perrot,nicolas hanusse
Filipe Neves Dos Santos,Nuno Macedo
Jarmo Takala,Jussi Collin
Jarmo Takala,Shuvra S. Bhattacharyya
Jarmo Takala,Moncef Gabbouj
Ekrem Kocaguneli,Tim Menzies
Ayşe (Bener) Başar,Tim Menzies
Thomas Zimmermann,Tim Menzies
Fayola Peters,Tim Menzies
Marisol García Valls,Pablo Basanta Val
António Casimiro,Marisol García Valls
Alexandre Pinlou,Pascal Ochem
Alexandre Pinlou,Amanda Montejano
Petteri Nurmi,Samuli Hemminki
Samuli Hemminki,Shin'ichi Konomi
Kai Zhao,Samuli Hemminki
Aaron Yi DING,Samuli Hemminki
Andrew J Roscoe,Paul Crolla
Paul Crolla,Theofilos Papadopoulos
Nikos Hatziargyriou,Paul Crolla
Rini van Solingen (@solingen),V Basili
Dietmar Pfahl,Rini van Solingen (@solingen)
Pejman Rasti,Sergio Escalera
Raouf Boutaba,Youssef Iraqi
Adlen KSENTINI,Youssef Iraqi
Midou Nafaa,Youssef Iraqi
HV Poor,O. Ozan Koyluoglu
Daniel Le Berre,Edward A. Hirsch
Eric Granger,Wheidima Carneiro de Melo
Abdenour Hadid,Wheidima Carneiro de Melo
Chen-Feng Liu,Marco Maso
Abbas BRADAI,Kamal Singh
Kamal Singh,Yassine Hadjadj-Aoul
Adlen KSENTINI,Kamal Singh
Bruno Mateus Ferreira,Eduardo Silva
Bruno Mateus Ferreira,Nuno Abreu
Antonio Moreira,Bruno Mateus Ferreira
Bruno Mateus Ferreira,Chiara Petrioli
Bruno Mateus Ferreira,Leonardo de Mello Honorio
Guillaume Damiand,luc Brun
David Sanio,Mark Alexander Ahrens
Mark Alexander Ahrens,Patrick Forman
Mark Alexander Ahrens,Peter Heek
Mark Alexander Ahrens,Oliver Fischer
Adrian Kosowski,Pierre Fraigniaud
Adrian Kosowski,nicolas hanusse
Adrian Kosowski,Andrzej Pelc
Adrian Kosowski,Laurent Viennot
Matthias Golling,Ursula Keller
Matthias Golling,Thomas Südmeyer
Dr. Sandro Michael Link,Matthias Golling
Bauke Tilma,Matthias Golling
Deran J. H. C. Maas,Matthias Golling
Florian Emaury,Matthias Golling
Matthias Golling,Oliver Sieber
Andreas Diebold,Matthias Golling
Geert Deconinck,Hamada Almasalma
Apostolos Gkamas,Vaggelis Kapoulas
Daniel Benevides da Costa,José Cândido Silveira Santos Filho
Daniel Benevides da Costa,Gustavo Fraidenraich
Daniel Benevides da Costa,Nuwan Ferdinand
Daniel Benevides da Costa,Prof. Mohamed-Slim Alouini
Daniel Benevides da Costa,Theodoros Tsiftsis
Roderic Guigo,Rory Johnson
Rory Johnson,Sarah Djebali
Michael Sammeth,Rory Johnson
Jean Monlong,Rory Johnson
Andreas Diebold,Ursula Keller
Andreas Diebold,Florian Emaury
Andreas Diebold,Thomas Südmeyer
Andreas Diebold,Garrett D. Cole
Andreas Diebold,Dr. Sandro Michael Link
"Pantelis M. Papadopoulos, Ph.D",Theodosios Sapounidis
Magda Tsolaki,Theodosios Sapounidis
Atmatzidou K. Soumela,Theodosios Sapounidis
Georgios Sinatkas,Thomas Christopoulos
Georgios Sinatkas,Odysseas Tsilipakos
Georgios Sinatkas,Romeo Beccherelli
Alexandros Pitilakis,Georgios Sinatkas
Dimitrios Chatzidimitriou,Georgios Sinatkas
Chintha Tellambura,Saman Atapattu
Prathapasinghe Dharmawansa,Saman Atapattu
Saman Atapattu,Theodoros Tsiftsis
Anind K. Dey,Katarzyna Wac
Miltiadis Moralis-Pegios,Nikolaos Terzenidis
Konstantinos Vyrsokinos,Miltiadis Moralis-Pegios
George Mourgias-Alexandris,Miltiadis Moralis-Pegios
Miltiadis Moralis-Pegios,Stelios Pitris
Miltiadis Moralis-Pegios,Theoni Alexoudi
Adlen KSENTINI,Konstantinos Samdanis
Konstantinos Samdanis,Stefan Schmid
Koralia Pappi,Robert Schober
Athanasios Lioumpas,Koralia Pappi
HV Poor,Koralia Pappi
Koralia Pappi,Stavros Kotsopoulos
Christian Kästner,Sarah Nadi
Krzysztof Czarnecki,Sarah Nadi
Francisco (Paco) Chinesta,Pierre Joyot
Maria Vasilopoulou,Panagiotis Argitis
Juhani Iivari,Samuli Pekkola
Jukka 'Jups' Heikkilä,Samuli Pekkola
Marikka Heikkila,Samuli Pekkola
Bjørn Erik Munkvold,Samuli Pekkola
George Economou,Spiros Fotopoulos
Christos Theoharatos ,George Economou
Eduardo R. B. Marques,José Pinto
Eduardo R. B. Marques,Francisco Martins
Eduardo R. B. Marques,Vasco T. Vasconcelos
Emil Björnson,Mats Bengtsson
Emil Björnson,Marios Kountouris
Eduard Jorswieck,Emil Björnson
Jude Shavlik,Raymond Mooney
Jude Shavlik,Raghu Ramakrishnan
Jesse Davis,Jude Shavlik
Dimitrios Gunopulos,Ioannis Katakis
Ioannis Katakis,Ioannis Partalas
George Valkanas,Ioannis Katakis
Gennady Andrienko,Ioannis Katakis
Dan Page,Frederik Vercauteren
Joao Gama,Pedro Pereira Rodrigues
Joao Gama,Luis Moreira-Matias
Joao Gama,João Mendes-Moreira
Joao Gama,Pavel Brazdil
Joao Gama,João Vinagre
Joao Gama,Jorge Freire de Sousa
Siddhartha Srinivasa,Thierry Simeon
Christos J. Bouras,Theodoros G. Karounos
Sophie Lepreux,Sébastien Kubicki
Dimitrios I. Doukas,Paschalis Gkaidatzis
Antonios Marinopoulos,Dimitrios I. Doukas
Aggelos Bouhouras,Dimitrios I. Doukas
Dimitrios I. Doukas,Kallisthenis I. Sgouras
Dimitrios I. Doukas,Theofilos Papadopoulos
Andreas I. Chrysochos,Dimitrios I. Doukas
Dimitrios I. Doukas,Georgios Christoforidis
Anthony Chrysopoulos,Dimitrios I. Doukas
Oleksiy Mazhelis,Pasi Tyrväinen
Mikko Perttunen,Oleksiy Mazhelis
Fengyu Cong,Oleksiy Mazhelis
Oleksiy Mazhelis,Tapani Ristaniemi
Jussi Collin,Oleksiy Mazhelis
Laurence Duchien,Romain Rouvoy
Carlos Parra (ORCID:0000-0002-9695-3775),Laurence Duchien
Scott J Doyle,christine charles
Mark J. Kushner,Scott J Doyle
Scott J Doyle,Timo Gans
Scott J Doyle,Trevor Lafleur
Pascaline Grondein,Scott J Doyle
Anthony Ephremides,Nikolaos Pappas
Marios Kountouris,Nikolaos Pappas
Jeongho Jeon,Nikolaos Pappas
Emmanouil  Fountoulakis,Nikolaos Pappas
Emil Björnson,Nikolaos Pappas
Erik schaltz,Jorge Varela Barreras
Jorge Varela Barreras,Ricardo de Castro
Andre Bourdoux,"Muhammad Reza Kahar Aziz, PhD"
"Muhammad Reza Kahar Aziz, PhD",Rafael Berkvens
Carlos H. M. de Lima,"Muhammad Reza Kahar Aziz, PhD"
Maxime Guillaud,"Muhammad Reza Kahar Aziz, PhD"
"Muhammad Reza Kahar Aziz, PhD",Tachporn Sanguanpuak
"Muhammad Reza Kahar Aziz, PhD",Tommy Svensson
Barend van Liempd,"Muhammad Reza Kahar Aziz, PhD"
Hadi Sarieddeen,"Muhammad Reza Kahar Aziz, PhD"
Andre Noll Barreto,"Muhammad Reza Kahar Aziz, PhD"
Mikko Valkama,"Muhammad Reza Kahar Aziz, PhD"
Krzysztof Czarnecki,Steven She
Rafael Lotufo,Steven She
Ari Sihvola,Constantinos Valagiannopoulos
Constantinos Valagiannopoulos,Nikolaos Uzunoglu
Akhlesh Lakhtakia,Constantinos Valagiannopoulos
Constantinos Valagiannopoulos,Theodoros Tsiftsis
Arnold Burger,Constantinos Valagiannopoulos
"Migdalas, Athanasios (Sakis)",Rainer E. Burkard
Alexander Chatzigeorgiou,Apostolos Ampatzoglou
Aurelio Campilho,Behdad Dashtbozorg
Arliones Hoeller,Richard Demo Souza
Arliones Hoeller,Samuel Montejo Sánchez
Arliones Hoeller,Glauber Brante
Arliones Hoeller,Marcelo Eduardo Pellenz
Arliones Hoeller,Evelio M. G. Fernandez
Arliones Hoeller,Konstantin Mikhaylov
Arliones Hoeller,Carlos Montez
